MainRegion,Region,Location,Latitude,Longitude,Year,ALT_Max,Elevation,Slope,Aspect
Alaska,Alaska Interior,HessCreek,65.65724,-149.08443,2014,84.0,201,0.17277019902941562,229.67049150472263
Alaska,Alaska Interior,HessCreek,65.65724,-149.08443,2015,89.0,201,0.17277019902941562,229.67049150472263
Alaska,Alaska Interior,HessCreek,65.65724,-149.08443,2016,68.0,201,0.17277019902941562,229.67049150472263
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2009,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2010,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2011,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2012,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2013,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2014,100.0,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2015,99.9546666666667,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2016,99.824,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2017,99.616,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2018,99.3386666666667,183,0.30527467042312,71.14165227369504
Alaska,Alaska Interior,Circle,65.82819,-144.07843,2019,99.0,183,0.30527467042312,71.14165227369504
Canada,Canada,Ukkusiksalik_National_Park,65.87808,-89.36717,2014,75.0,8,0.1976340813948669,105.19014287763532
Canada,Canada,Ukkusiksalik_National_Park,65.87808,-89.36717,2015,89.0833333333333,8,0.1976340813948669,105.19014287763532
Canada,Canada,Ukkusiksalik_National_Park,65.87808,-89.36717,2016,93.0,8,0.1976340813948669,105.19014287763532
Canada,Canada,Ukkusiksalik_National_Park,65.87808,-89.36717,2017,85.0,8,0.1976340813948669,105.19014287763532
Russia,West Siberia,Novyy Urengoy,66.05003,76.64494,2020,260.0,55,0.016095628275766934,67.40848981798334
Russia,West Siberia,Novyy Urengoy,66.05003,76.64494,2021,237.5,55,0.016095628275766934,67.40848981798334
Russia,West Siberia,Novyy Urengoy,66.05003,76.64494,2022,260.0,55,0.016095628275766934,67.40848981798334
Russia,West Siberia,Novyy Urengoy,66.05003,76.64494,2023,230.0,55,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2008,180.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2009,169.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2010,200.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2011,195.25,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2012,200.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2013,150.5,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2014,163.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2015,171.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2016,191.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2017,200.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2018,180.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2019,180.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2020,180.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2021,180.0,68,0.016095628275766934,67.40848981798334
Russia,West Siberia,Urengoy_Gas_Field_GP5,66.31325,76.903478,2022,181.0,68,0.016095628275766934,67.40848981798334
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,1996,46.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,1997,51.8262578616352,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,1998,55.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,1999,56.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2000,45.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2001,47.0592592592593,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2002,51.3407407407407,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2003,55.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2004,57.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2005,54.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2006,55.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2007,53.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2008,50.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2009,50.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2010,58.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2011,58.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2012,61.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2013,48.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2014,58.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2015,55.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2016,54.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2017,62.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2018,56.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2019,64.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2020,61.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2021,58.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2022,58.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2023,67.0,417,0.28098289679860877,228.7570053812567
Alaska,Alaska Interior,Old_Man,66.45,-150.6166667,2024,73.0,417,0.28098289679860877,228.7570053812567
Russia,West Siberia,Salekhard,66.54395,66.73125,2021,190.0,24,0.19619266603171814,191.20389291731567
Russia,West Siberia,Salekhard,66.54395,66.73125,2022,183.333333333333,24,0.19619266603171814,191.20389291731567
Russia,West Siberia,Salekhard,66.54395,66.73125,2023,200.0,24,0.19619266603171814,191.20389291731567
Alaska,Alaska Interior,Allakaket,66.54491,-152.64539,2010,83.0,132,0.09332335611433527,186.35991907804626
Alaska,Alaska Interior,Allakaket,66.54491,-152.64539,2011,90.0,132,0.09332335611433527,186.35991907804626
Alaska,Alaska Interior,Allakaket,66.54491,-152.64539,2012,90.0,132,0.09332335611433527,186.35991907804626
Alaska,Alaska Interior,Allakaket,66.54491,-152.64539,2013,80.0,132,0.09332335611433527,186.35991907804626
Alaska,Alaska Interior,Allakaket,66.54491,-152.64539,2014,80.0,132,0.09332335611433527,186.35991907804626
Russia,West Siberia,Gornoknyazevsk,66.569882,66.880857,2021,198.0,71,0.19619266603171814,191.20389291731567
Russia,West Siberia,Gornoknyazevsk,66.569882,66.880857,2022,200.0,71,0.19619266603171814,191.20389291731567
Russia,West Siberia,Gornoknyazevsk,66.569882,66.880857,2023,200.0,71,0.19619266603171814,191.20389291731567
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2009,100.0,138,0.10692974387984239,353.05897063824455
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2010,100.0,138,0.10692974387984239,353.05897063824455
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2011,100.0,138,0.10692974387984239,353.05897063824455
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2012,100.0,138,0.10692974387984239,353.05897063824455
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2013,100.0,138,0.10692974387984239,353.05897063824455
Alaska,Alaska Interior,FortYukon,66.62076,-145.1035,2014,100.0,138,0.10692974387984239,353.05897063824455
Russia,West Siberia,Labytnangy,66.696667,66.358889,2013,120.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2014,196.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2015,135.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2016,161.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2017,124.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2018,120.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2019,150.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2020,150.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Labytnangy,66.696667,66.358889,2021,175.0,50,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2013,131.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2014,113.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2015,125.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2016,134.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2017,118.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2018,127.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2019,129.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2020,173.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,Oktyabrskyy,66.709167,66.567778,2021,170.0,110,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2016,200.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2017,200.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2018,200.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2019,200.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2020,200.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2021,198.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2022,179.0,106,0.19619266603171814,191.20389291731567
Russia,West Siberia,"Harp, Polar Urals",66.723483,66.080488,2023,200.0,106,0.19619266603171814,191.20389291731567
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2009,56.5,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2010,56.5,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2011,68.5,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2012,65.0,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2013,43.5,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2014,49.0,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2015,42.0,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2016,54.5,235,0.7943111074646124,264.6030080980597
Canada,Canada,Owl_River_Auyuittuq_NP,66.87932,-64.69728,2017,44.5,235,0.7943111074646124,264.6030080980597
Russia,Russian European north,Seida,67.06556,62.92508,2012,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2013,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2014,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2015,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2016,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2017,130.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2018,130.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2019,128.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2020,138.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2021,150.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2022,139.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Seida,67.06556,62.92508,2023,170.0,82,0.01813945534045748,242.96729880459134
Russia,Russian European north,Talnik,67.33333,63.73333,1998,164.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,1999,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2000,192.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2001,205.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2002,205.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2003,210.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2004,204.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2005,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2006,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2007,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2008,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2009,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2010,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2011,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2012,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2013,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2014,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2015,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2016,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2017,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2018,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2019,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2020,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2021,200.0,145,0.1968598100971828,351.1473513341212
Russia,Russian European north,Talnik,67.33333,63.73333,2022,200.0,145,0.1968598100971828,351.1473513341212
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2008,118.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2009,97.25,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2010,110.25,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2011,110.25,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2012,130.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2013,120.75,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2014,118.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2015,121.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2016,135.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2017,147.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2018,163.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2019,155.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2020,147.124722134011,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2021,141.0,9,0.03590776545834746,77.14859038163365
Russia,West Siberia,Urengoy_Gas_Field_GP15,67.47791,76.69529,2022,138.0,9,0.03590776545834746,77.14859038163365
Russia,Central Siberia,Igarka,67.48135,86.4347,2008,150.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2009,150.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2010,142.5,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2011,150.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2012,144.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2013,150.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2014,156.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2015,165.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2016,159.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2017,169.5,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2018,180.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2019,155.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2020,166.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2021,210.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2022,167.0,-1,0.007491221480709832,164.3589342024709
Russia,Central Siberia,Igarka,67.48135,86.4347,2023,168.0,-1,0.007491221480709832,164.3589342024709
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,1996,100.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,1997,102.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,1998,99.75,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,1999,103.75,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2000,100.5,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2001,107.75,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2002,108.75,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2003,107.25,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2004,106.25,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2005,109.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2006,116.5,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2007,135.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2008,118.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2009,115.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2010,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2011,118.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2012,128.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2013,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2014,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2015,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2016,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2017,128.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2018,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2019,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2020,130.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2021,147.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2022,144.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Ayach_Yakha_Vorkuta,67.58333,64.18333,2023,150.0,221,0.03425157367942586,33.39154890274611
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2011,200.0,379,0.17540723378284462,244.41669964374773
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2012,200.0,379,0.17540723378284462,244.41669964374773
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2013,200.0,379,0.17540723378284462,244.41669964374773
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2014,200.0,379,0.17540723378284462,244.41669964374773
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2015,200.0,379,0.17540723378284462,244.41669964374773
Russia,Russian European north,Umbozero_Kola_Peninsula,67.7723958,34.182046,2016,200.0,379,0.17540723378284462,244.41669964374773
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,1996,50.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,1997,54.9259259259259,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,1998,56.7407407407407,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,1999,57.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2000,48.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2001,52.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2002,52.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2003,64.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2004,55.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2005,59.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2006,60.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2007,74.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2008,55.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2009,56.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2010,63.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2011,61.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2012,76.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2013,53.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2014,59.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2015,56.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2016,71.0,950,0.2445930387166537,312.14158888580386
Alaska,Alaska North Slope,ChandalarShelf,68.0691,-149.5804,2017,67.0,950,0.2445930387166537,312.14158888580386
